Age,Salary,Gender,Location,Property_Type,RAM,Credit_Score,Churn,Marital_Status,Dependents,Employment_Type,Loan_Amount,Internet_Usage,Fraud_Suspected,Approved_Loan
,1500000,,Los Angeles,Studio,2GB,700,Yes,Divorced,3,Business,,High,No,Yes
30,90000,Male,Chicago,4bhk,2GB,600,Yes,,3,Salaried,20000,,No,Yes
40,N/A,M,New York,2BHK,16GB,500,Yes,,1,Self-Employed,50000,Low,No,
Unknown,60000,F,Los Angeles,2BHK,4GB,300,Yes,,,Salaried,50000,,No,Yes
25,70000,F,New York,3BHK,16GB,300,Yes,Divorced,1,Salaried,50000,Low,No,No
,1500000,,Los Angeles,Studio,32GB,700,Yes,Divorced,3,Business,Unknown,Very High,No,No
,,M,New York,3BHK,16GB,,Yes,Married,,,10000,Low,No,Yes
25,80000,Female,New York,3BHK,,700,Yes,Widowed,3,Salaried,10000,Medium,No,Yes
,,Male,New York,3BHK,8GB,400,Yes,Single,N/A,Self-Employed,150000,Very High,No,Yes
40,70000,F,Chicago,4bhk,2GB,,Yes,,,Unemployed,150000,,No,
30,,,Chicago,3BHK,2GB,400,Yes,Married,,Salaried,Unknown,Very High,No,
Unknown,70000,Other,Chicago,Studio,2GB,600,Yes,Single,3,Salaried,5000,Very High,No,
30,90000,F,Los Angeles,2BHK,8GB,400,Yes,Married,N/A,Self-Employed,150000,,No,Yes
Unknown,,Other,New York,2BHK,8GB,700,Yes,Divorced,2,,,,No,Yes
35,1500000,F,Los Angeles,Studio,8GB,,Yes,,1,Salaried,50000,Medium,No,
30,70000,Male,Los Angeles,3BHK,8GB,Poor,Yes,Single,3,Salaried,,,No,
28,60000,,,2BHK,8GB,Excellent,Yes,Single,,,50000,High,No,
30,60000,Female,New York,1BHK,4GB,700,Yes,Single,1,Self-Employed,,High,No,
,80000,Other,New York,3BHK,16GB,700,Yes,Single,1,Salaried,5000,Medium,No,Yes
,60000,F,Chicago,Studio,16GB,700,Yes,Single,1,,,Low,No,
25,1500000,F,New York,4bhk,2GB,,Yes,Married,2,Salaried,,Low,No,Yes
,90000,Male,,3BHK,,400,Yes,,0,Unemployed,20000,High,No,
30,1500000,,New York,1BHK,2GB,Excellent,Yes,Divorced,3,Business,,,No,
Unknown,90000,Male,Los Angeles,1BHK,16GB,500,Yes,Divorced,0,Unemployed,20000,Medium,No,
,N/A,Male,New York,2BHK,8GB,Excellent,Yes,Divorced,0,Salaried,10000,Low,No,Yes
,1500000,Male,New York,3BHK,2GB,300,Yes,Divorced,0,Self-Employed,Unknown,Low,No,
30,70000,Male,New York,3BHK,32GB,600,Yes,Married,1,Business,,Very High,No,
,N/A,,New York,3BHK,32GB,700,Yes,Widowed,N/A,Unemployed,10000,High,No,Yes
,60000,Female,New York,3BHK,8GB,600,Yes,,1,,150000,,No,Yes
30,60000,Male,Chicago,3BHK,16GB,Excellent,Yes,Single,1,Self-Employed,150000,Medium,No,No
30,60000,Other,New York,Studio,16GB,300,Yes,Widowed,,Unemployed,20000,Low,No,Yes
,60000,Male,Los Angeles,4bhk,2GB,700,No,Divorced,,,,Very High,No,No
40,1500000,Male,New York,3BHK,8GB,700,Yes,Widowed,0,Salaried,,High,No,
,N/A,,Los Angeles,2BHK,8GB,300,Yes,,1,,5000,High,No,
,60000,M,Chicago,3BHK,8GB,Excellent,Yes,Single,0,Unemployed,10000,Medium,No,No
Unknown,90000,,New York,4bhk,2GB,300,Yes,Single,,Unemployed,50000,Low,No,
30,90000,Male,Los Angeles,Studio,2GB,600,Yes,,N/A,Salaried,50000,Medium,No,Yes
28,80000,M,New York,Studio,8GB,Poor,Yes,,3,,5000,Medium,No,
28,50000,Other,Los Angeles,4bhk,32GB,700,Yes,Divorced,0,,20000,Very High,No,Yes
,1500000,Male,Chicago,1BHK,32GB,400,Yes,Single,N/A,Salaried,50000,High,No,No
,1500000,Male,,1BHK,16GB,300,Yes,Widowed,3,,50000,,No,
25,1500000,Male,New York,2BHK,4GB,400,Yes,Married,2,Salaried,150000,High,No,Yes
28,90000,Male,Chicago,Studio,8GB,,Yes,Married,0,Self-Employed,150000,High,No,Yes
28,60000,Female,Los Angeles,3BHK,32GB,500,Yes,,0,Unemployed,Unknown,Very High,No,Yes
25,N/A,Male,Los Angeles,3BHK,2GB,500,Yes,Divorced,2,Self-Employed,10000,,No,Yes
40,90000,F,,1BHK,,,No,Married,2,Business,20000,Low,No,
30,,,Los Angeles,2BHK,8GB,400,Yes,Single,0,Business,,,No,Yes
30,1500000,F,New York,2BHK,8GB,300,Yes,,2,Business,10000,Low,No,
,80000,Male,New York,4bhk,,700,Yes,Widowed,1,Salaried,20000,,Yes,
Unknown,90000,,New York,3BHK,16GB,600,Yes,,3,,50000,Medium,No,Yes
Unknown,90000,Male,New York,4bhk,2GB,400,Yes,Widowed,3,Self-Employed,Unknown,,No,Yes
Unknown,70000,Female,Los Angeles,3BHK,2GB,,Yes,,3,Self-Employed,10000,Very High,No,
40,70000,Male,New York,1BHK,32GB,Excellent,Yes,,1,Self-Employed,50000,Low,No,
,60000,Male,,Studio,2GB,600,No,,2,Self-Employed,20000,High,No,Yes
28,60000,Male,Los Angeles,1BHK,8GB,,Yes,Widowed,N/A,Business,10000,Very High,No,No
40,,Other,Los Angeles,1BHK,8GB,600,Yes,Widowed,2,Self-Employed,,Low,No,Yes
30,,,,3BHK,2GB,300,Yes,,0,,10000,Low,No,
,70000,,Chicago,2BHK,2GB,Excellent,No,Married,,Business,50000,High,No,Yes
40,60000,Male,Los Angeles,Studio,2GB,500,Yes,Divorced,3,Self-Employed,10000,Medium,No,Yes
,70000,F,Los Angeles,2BHK,,,Yes,Divorced,2,Salaried,,Very High,No,Yes
28,60000,Male,Los Angeles,1BHK,8GB,500,Yes,Divorced,N/A,Unemployed,Unknown,High,No,
40,60000,F,New York,3BHK,8GB,800,Yes,Widowed,0,Unemployed,Unknown,High,No,Yes
,70000,Female,Los Angeles,1BHK,32GB,400,Yes,Widowed,1,Unemployed,50000,Medium,No,Yes
Unknown,60000,F,New York,Studio,8GB,300,Yes,Married,1,Business,20000,Very High,No,
,1500000,,,Studio,32GB,,Yes,Divorced,N/A,Self-Employed,50000,High,No,Yes
25,90000,Other,,Studio,8GB,800,Yes,Divorced,0,Business,Unknown,Medium,No,Yes
40,80000,,,3BHK,2GB,,Yes,,3,,5000,Very High,Yes,Yes
Unknown,70000,Female,New York,4bhk,8GB,Poor,Yes,Widowed,2,Salaried,5000,,No,
,60000,,New York,1BHK,8GB,500,Yes,Divorced,0,Salaried,10000,Low,No,Yes
30,50000,Male,Los Angeles,2BHK,8GB,Poor,Yes,Married,1,Unemployed,,Medium,No,Yes
25,70000,,,1BHK,2GB,Excellent,Yes,Married,N/A,Unemployed,150000,Low,No,Yes
,,,Los Angeles,Studio,16GB,Excellent,Yes,Divorced,N/A,Unemployed,150000,,No,Yes
28,1500000,Male,Chicago,3BHK,32GB,800,Yes,Widowed,2,Self-Employed,150000,High,No,
,80000,Male,New York,Studio,8GB,500,Yes,Married,N/A,,10000,High,No,Yes
40,90000,,New York,Studio,,700,Yes,,N/A,,5000,Very High,No,
25,1500000,M,New York,2BHK,16GB,Excellent,Yes,Married,0,,Unknown,Medium,No,Yes
30,1500000,F,Chicago,3BHK,8GB,800,Yes,Single,3,,10000,Medium,No,Yes
25,60000,Male,New York,Studio,2GB,Excellent,Yes,Single,2,Unemployed,150000,Very High,No,Yes
30,1500000,Male,New York,3BHK,8GB,700,Yes,Widowed,0,Salaried,150000,Low,No,No
45,90000,F,New York,Studio,,Poor,Yes,Divorced,3,Unemployed,50000,High,No,Yes
Unknown,80000,Other,New York,2BHK,16GB,500,Yes,Widowed,0,,150000,High,No,Yes
,1500000,,Los Angeles,3BHK,2GB,700,Yes,Widowed,,Unemployed,,Medium,No,Yes
,60000,,Chicago,2BHK,8GB,800,Yes,Widowed,0,,150000,Medium,No,Yes
35,1500000,,New York,Studio,2GB,400,Yes,Widowed,N/A,Business,50000,Very High,No,Yes
25,60000,Female,Chicago,Studio,32GB,400,Yes,,3,Salaried,150000,,No,No
Unknown,,M,New York,Studio,32GB,800,Yes,,2,Business,,Low,No,Yes
,1500000,Male,New York,3BHK,2GB,700,Yes,Married,2,Self-Employed,Unknown,,No,Yes
25,90000,Male,New York,3BHK,8GB,800,Yes,Single,3,Unemployed,10000,,No,Yes
Unknown,1500000,Other,Chicago,4bhk,6GB,700,Yes,Widowed,N/A,Self-Employed,,Medium,No,Yes
25,80000,Male,New York,2BHK,,Excellent,Yes,Married,1,Unemployed,50000,Medium,No,
,1500000,Male,Los Angeles,3BHK,8GB,700,Yes,Single,0,Business,10000,Medium,No,Yes
Unknown,N/A,Male,Chicago,1BHK,6GB,600,Yes,Divorced,N/A,,10000,,No,No
30,N/A,M,Los Angeles,Studio,16GB,600,Yes,,,,50000,Low,No,
,90000,,New York,3BHK,16GB,Poor,Yes,Single,3,Unemployed,5000,Medium,No,
30,1500000,F,Los Angeles,4bhk,,300,Yes,Divorced,0,,150000,High,No,Yes
,60000,,Los Angeles,3BHK,,Poor,Yes,Single,2,Business,,Low,No,
40,90000,Female,Los Angeles,4bhk,8GB,Excellent,Yes,,1,,50000,High,No,Yes
30,90000,Male,Chicago,2BHK,,700,Yes,,,Business,Unknown,Low,No,No
Unknown,50000,,New York,2BHK,8GB,Poor,Yes,Married,2,Self-Employed,20000,Medium,No,No
40,60000,Male,Los Angeles,3BHK,2GB,500,Yes,Widowed,3,Business,50000,Very High,No,
,1500000,Male,Los Angeles,4bhk,16GB,400,Yes,Single,0,Salaried,150000,Medium,No,
30,60000,Male,Chicago,Studio,2GB,300,Yes,Single,3,Salaried,150000,,No,
28,70000,Male,,2BHK,2GB,600,Yes,Divorced,0,Salaried,10000,,No,Yes
,1500000,,,3BHK,8GB,400,Yes,,N/A,Unemployed,10000,Low,No,Yes
45,N/A,F,Los Angeles,Studio,2GB,,Yes,Single,1,Unemployed,50000,,No,Yes
28,90000,,,Studio,8GB,Poor,Yes,,N/A,Unemployed,20000,Medium,No,Yes
Unknown,N/A,Male,New York,Studio,8GB,,Yes,Single,N/A,Business,50000,High,No,Yes
40,80000,M,Los Angeles,1BHK,16GB,700,Yes,Married,3,Unemployed,20000,Medium,No,Yes
30,1500000,F,,2BHK,2GB,Excellent,Yes,Widowed,1,Self-Employed,20000,Low,No,
Unknown,60000,Male,Los Angeles,2BHK,8GB,300,Yes,Single,0,Salaried,150000,,No,Yes
28,70000,Male,Chicago,2BHK,8GB,300,Yes,,0,Business,150000,High,Yes,Yes
30,90000,Other,Chicago,4bhk,,Poor,Yes,Married,,Salaried,150000,Very High,No,
30,1500000,Other,Los Angeles,3BHK,2GB,400,No,Single,2,Unemployed,Unknown,High,No,Yes
45,1500000,,,2BHK,,800,Yes,Divorced,,Business,150000,High,No,No
,70000,F,New York,4bhk,8GB,400,Yes,Widowed,,,,Medium,No,Yes
40,N/A,Other,Chicago,Studio,8GB,Poor,Yes,Single,0,Self-Employed,10000,Very High,No,Yes
40,,Male,Chicago,3BHK,16GB,Poor,Yes,Married,3,Unemployed,10000,Low,No,
Unknown,1500000,F,Chicago,Studio,2GB,500,Yes,Divorced,N/A,Unemployed,20000,Low,No,
40,60000,Male,New York,1BHK,8GB,700,Yes,Married,N/A,Self-Employed,10000,High,No,Yes
Unknown,1500000,Female,New York,Studio,16GB,Excellent,Yes,Married,N/A,Self-Employed,5000,High,No,
Unknown,70000,Male,New York,3BHK,16GB,,Yes,Divorced,1,,20000,,No,No
28,90000,Other,New York,4bhk,,Poor,Yes,Married,0,Unemployed,10000,Very High,No,Yes
28,70000,Male,New York,Studio,8GB,300,Yes,Divorced,3,Unemployed,5000,High,No,No
,60000,Other,Chicago,Studio,32GB,500,Yes,Single,1,Salaried,Unknown,,No,
35,90000,F,New York,3BHK,2GB,500,Yes,Divorced,2,Business,10000,Very High,No,
Unknown,70000,Female,Los Angeles,3BHK,,,Yes,Divorced,3,Business,5000,Low,No,
35,90000,Other,New York,1BHK,8GB,400,Yes,Widowed,,Salaried,50000,,No,No
Unknown,80000,Male,Los Angeles,4bhk,2GB,600,Yes,Divorced,3,Business,,Very High,No,Yes
,60000,Other,New York,3BHK,16GB,700,Yes,Divorced,3,Self-Employed,50000,,No,Yes
,N/A,,Los Angeles,3BHK,6GB,700,Yes,Single,N/A,Business,5000,High,No,No
25,70000,Male,New York,3BHK,8GB,Poor,Yes,Widowed,3,Business,20000,Medium,No,No
Unknown,1500000,Male,Los Angeles,2BHK,16GB,,Yes,,,Salaried,150000,Low,No,Yes
28,90000,Female,Chicago,Studio,8GB,700,Yes,Single,,,150000,High,No,
30,70000,Female,Chicago,3BHK,,400,Yes,Single,0,Business,150000,High,No,No
25,70000,Male,New York,Studio,2GB,Excellent,Yes,,3,Business,20000,Very High,No,Yes
Unknown,70000,,Chicago,3BHK,4GB,Excellent,Yes,Divorced,N/A,,10000,,No,No
Unknown,60000,Male,New York,Studio,16GB,,Yes,Married,3,Salaried,150000,Low,No,
25,90000,M,,1BHK,4GB,400,Yes,Widowed,2,,50000,High,No,
Unknown,70000,M,,3BHK,,400,Yes,Married,2,Salaried,20000,Very High,No,Yes
45,90000,Male,New York,Studio,32GB,,Yes,,N/A,Self-Employed,20000,Low,No,Yes
40,70000,,Chicago,3BHK,8GB,,Yes,Single,0,Salaried,150000,,No,
,,Other,New York,Studio,32GB,700,Yes,Single,0,Self-Employed,50000,High,No,
30,60000,,,4bhk,8GB,600,Yes,Widowed,,Self-Employed,Unknown,High,No,Yes
28,1500000,Other,,3BHK,8GB,Excellent,Yes,Single,,Salaried,20000,High,No,Yes
Unknown,N/A,,,4bhk,16GB,400,Yes,Single,1,Unemployed,150000,Low,Yes,No
40,1500000,F,,2BHK,2GB,Poor,Yes,Widowed,N/A,Salaried,,Low,No,Yes
40,1500000,Male,Chicago,3BHK,32GB,Excellent,Yes,Widowed,3,Business,5000,Low,No,
Unknown,90000,Female,Los Angeles,3BHK,16GB,Excellent,Yes,,N/A,Business,10000,Low,No,Yes
Unknown,,Male,New York,Studio,,400,Yes,Single,1,Unemployed,20000,Very High,Yes,Yes
Unknown,60000,,Chicago,3BHK,32GB,,Yes,Single,,Self-Employed,,Medium,No,
28,90000,Other,Los Angeles,3BHK,16GB,Excellent,Yes,,N/A,Unemployed,,Very High,No,
30,60000,Female,New York,Studio,16GB,Poor,Yes,Divorced,N/A,Business,20000,High,No,Yes
30,60000,,,Studio,,400,Yes,Divorced,,Unemployed,Unknown,Very High,Yes,No
Unknown,90000,M,Chicago,Studio,2GB,,Yes,Divorced,1,Salaried,5000,,No,Yes
25,50000,,New York,2BHK,16GB,300,Yes,,,Unemployed,10000,Low,No,
25,60000,,,Studio,,700,No,Single,0,Self-Employed,20000,,No,No
Unknown,90000,,New York,2BHK,8GB,,Yes,,3,Salaried,10000,,No,Yes
25,N/A,,Chicago,3BHK,6GB,700,Yes,,,,50000,High,No,Yes
25,1500000,Female,Chicago,4bhk,6GB,Excellent,Yes,Divorced,1,Business,,Low,No,Yes
,,Male,New York,3BHK,32GB,Poor,Yes,Married,2,Business,,,No,
25,1500000,Female,New York,2BHK,16GB,700,Yes,Single,0,Unemployed,20000,High,No,No
30,N/A,Male,,Studio,8GB,400,Yes,Divorced,2,Salaried,20000,Low,No,No
25,N/A,Male,Los Angeles,4bhk,16GB,,Yes,Married,,,50000,Medium,No,Yes
35,80000,Male,Los Angeles,2BHK,16GB,Excellent,Yes,Married,0,Salaried,Unknown,High,No,No
Unknown,,Other,Los Angeles,2BHK,32GB,400,Yes,Widowed,3,Business,20000,Very High,No,Yes
30,80000,Other,New York,Studio,16GB,700,Yes,Single,,Salaried,,Low,No,Yes
30,1500000,,Chicago,2BHK,16GB,500,Yes,Married,3,,10000,,No,
,60000,,Los Angeles,1BHK,2GB,400,Yes,Divorced,N/A,Unemployed,5000,,No,Yes
28,80000,Male,New York,1BHK,,800,Yes,Widowed,2,Self-Employed,150000,Very High,No,
40,90000,Other,New York,3BHK,6GB,400,Yes,Single,0,Salaried,10000,Very High,No,
25,90000,,,4bhk,8GB,700,No,,3,Self-Employed,Unknown,,No,Yes
Unknown,1500000,Female,New York,3BHK,,600,Yes,Divorced,1,Business,5000,Low,No,
40,N/A,Other,New York,2BHK,,700,Yes,Married,3,Unemployed,10000,High,No,Yes
30,70000,Male,New York,Studio,2GB,,Yes,Married,1,Unemployed,10000,Very High,No,
Unknown,90000,Other,Los Angeles,Studio,2GB,Poor,Yes,Divorced,,Salaried,50000,Very High,No,Yes
35,60000,,Los Angeles,2BHK,2GB,600,Yes,Married,0,Unemployed,150000,Very High,No,Yes
Unknown,1500000,,Chicago,3BHK,,700,Yes,Widowed,3,Salaried,Unknown,Medium,No,Yes
,50000,Male,,4bhk,16GB,Poor,Yes,Single,3,Salaried,,Low,No,No
45,90000,Male,Chicago,1BHK,2GB,400,Yes,Widowed,0,Self-Employed,50000,Low,No,
35,50000,Female,Los Angeles,Studio,2GB,700,Yes,Married,3,Unemployed,5000,Low,No,Yes
45,60000,Female,New York,4bhk,32GB,600,Yes,,1,Salaried,150000,Low,No,Yes
,90000,Male,New York,Studio,8GB,400,Yes,Single,3,Self-Employed,,Low,No,
,60000,M,,3BHK,2GB,700,Yes,Single,2,,50000,,No,Yes
28,N/A,M,Los Angeles,2BHK,16GB,800,Yes,Divorced,,Self-Employed,150000,Very High,No,Yes
28,60000,M,,3BHK,16GB,500,Yes,Divorced,N/A,Self-Employed,Unknown,,No,Yes
45,N/A,F,New York,2BHK,2GB,,Yes,,1,Salaried,20000,Medium,No,
40,50000,Male,New York,3BHK,8GB,800,Yes,Single,2,Business,20000,High,No,Yes
30,90000,,Los Angeles,2BHK,32GB,Excellent,Yes,,,Business,5000,Very High,No,Yes
25,90000,Female,Los Angeles,3BHK,4GB,400,Yes,Divorced,0,Business,20000,Medium,No,Yes
30,90000,Male,New York,3BHK,8GB,Poor,Yes,Divorced,1,Self-Employed,50000,,No,Yes
40,N/A,Male,New York,1BHK,2GB,Poor,Yes,Single,N/A,Salaried,5000,High,No,Yes
30,1500000,F,Chicago,1BHK,2GB,600,Yes,Widowed,,Unemployed,,Medium,No,No
Unknown,70000,M,New York,3BHK,8GB,500,Yes,Married,N/A,Self-Employed,Unknown,High,No,Yes
25,70000,Male,Los Angeles,4bhk,16GB,Excellent,Yes,Divorced,0,Self-Employed,5000,Medium,No,Yes
25,N/A,F,Chicago,Studio,8GB,Poor,Yes,Divorced,0,Salaried,,,No,Yes
Unknown,N/A,Male,Chicago,Studio,8GB,,Yes,Widowed,1,,5000,High,No,Yes
45,90000,,New York,1BHK,16GB,400,Yes,Widowed,3,Self-Employed,10000,Medium,No,Yes
35,80000,Male,Chicago,Studio,2GB,600,Yes,,0,,10000,,No,Yes
28,,Male,,3BHK,,Poor,Yes,,,,5000,Very High,No,Yes
,50000,Female,,4bhk,,Excellent,Yes,Married,3,Business,150000,,No,Yes
28,50000,F,Los Angeles,Studio,6GB,Excellent,Yes,Married,2,Salaried,20000,,No,Yes
30,90000,F,New York,2BHK,2GB,700,Yes,Single,N/A,,10000,Very High,No,Yes
35,50000,Female,Los Angeles,2BHK,4GB,600,Yes,,3,Salaried,150000,,No,
30,80000,F,New York,Studio,16GB,,Yes,Divorced,N/A,Business,150000,Very High,No,
Unknown,70000,M,New York,3BHK,4GB,400,Yes,,3,Salaried,Unknown,Very High,No,
Unknown,90000,Female,Chicago,3BHK,,Poor,Yes,Divorced,2,Self-Employed,,Very High,No,No
,60000,Male,Los Angeles,Studio,,Poor,Yes,Widowed,0,,50000,Medium,No,Yes
,1500000,F,New York,2BHK,,500,Yes,,2,Salaried,10000,High,No,
25,70000,Male,Los Angeles,2BHK,2GB,600,Yes,Widowed,0,Unemployed,5000,Medium,No,Yes
30,70000,Male,Chicago,3BHK,32GB,700,Yes,Married,0,Salaried,20000,Very High,No,Yes
,90000,Other,Chicago,1BHK,8GB,600,Yes,Married,N/A,,50000,High,No,
28,1500000,,Los Angeles,2BHK,2GB,500,Yes,Single,,Business,,High,No,
,60000,F,New York,4bhk,8GB,500,Yes,,2,Business,150000,Very High,Yes,Yes
,,Male,Chicago,Studio,16GB,700,Yes,Widowed,3,,,High,No,Yes
,90000,Female,Los Angeles,3BHK,2GB,Excellent,Yes,Divorced,2,Self-Employed,10000,High,No,Yes
30,80000,Other,New York,Studio,6GB,,Yes,Married,N/A,Self-Employed,,Medium,No,Yes
Unknown,70000,Male,,3BHK,,,Yes,Married,0,Business,,High,No,
45,50000,Other,New York,4bhk,8GB,300,Yes,Divorced,N/A,Business,20000,Very High,No,
30,80000,Male,New York,Studio,32GB,,Yes,Widowed,1,,150000,Low,No,
40,N/A,Male,Los Angeles,1BHK,,800,Yes,Widowed,1,Self-Employed,20000,Low,No,Yes
28,N/A,,New York,Studio,16GB,Poor,Yes,,3,Business,20000,Low,No,No
Unknown,1500000,Male,Los Angeles,2BHK,6GB,,Yes,,N/A,Self-Employed,5000,Very High,No,Yes
,1500000,Male,Chicago,2BHK,8GB,800,Yes,Single,3,Business,,Low,No,
30,90000,Other,Chicago,3BHK,16GB,300,No,Married,3,Salaried,,Medium,No,No
30,90000,M,New York,3BHK,16GB,Excellent,Yes,,1,Unemployed,,Very High,No,Yes
45,,,Chicago,3BHK,32GB,500,Yes,Widowed,3,Salaried,Unknown,Very High,No,
,60000,Male,New York,2BHK,,Excellent,Yes,Divorced,1,Business,20000,Very High,No,
Unknown,90000,,Los Angeles,4bhk,8GB,Poor,Yes,Widowed,0,Unemployed,50000,High,No,
Unknown,80000,Male,New York,2BHK,8GB,300,Yes,Married,N/A,Unemployed,10000,High,No,Yes
28,80000,F,Chicago,1BHK,8GB,300,Yes,Widowed,3,Business,150000,High,No,
Unknown,90000,Male,New York,Studio,32GB,300,Yes,Single,1,Business,50000,,No,Yes
,50000,Other,New York,4bhk,8GB,Excellent,Yes,Married,2,Self-Employed,150000,Medium,No,
25,70000,Female,,3BHK,4GB,,Yes,Divorced,3,Business,5000,Very High,No,
,80000,M,Los Angeles,4bhk,16GB,Poor,No,Single,,,5000,Very High,No,
,90000,,Chicago,2BHK,8GB,400,Yes,Married,0,Business,150000,High,No,
45,70000,Female,Los Angeles,3BHK,4GB,Excellent,Yes,Divorced,0,,,Very High,No,Yes
40,70000,Male,New York,Studio,16GB,800,No,Single,2,Business,50000,Very High,No,Yes
Unknown,1500000,Other,New York,3BHK,,500,Yes,Single,1,Self-Employed,,Low,No,
40,90000,,,Studio,,Poor,Yes,Married,3,,Unknown,Very High,No,Yes
,1500000,Other,,Studio,16GB,600,Yes,,1,Salaried,5000,,No,
28,1500000,Female,Chicago,3BHK,6GB,300,Yes,Single,0,,5000,High,No,Yes
30,,F,,3BHK,,Excellent,Yes,Single,1,Self-Employed,50000,Medium,No,No
28,90000,Male,Los Angeles,4bhk,6GB,,Yes,Divorced,0,,5000,Medium,No,Yes
30,N/A,Male,Chicago,Studio,32GB,300,Yes,Widowed,1,Business,Unknown,Low,No,Yes
30,70000,Male,Los Angeles,Studio,8GB,500,Yes,Married,2,Business,Unknown,Medium,No,Yes
,1500000,Other,Chicago,1BHK,2GB,800,Yes,Married,N/A,Self-Employed,Unknown,Medium,No,
30,60000,,Los Angeles,2BHK,,300,Yes,,2,Unemployed,10000,High,No,
30,N/A,,Chicago,2BHK,,400,Yes,,2,Business,Unknown,High,No,Yes
28,70000,Female,Los Angeles,Studio,8GB,600,No,Married,N/A,Salaried,Unknown,,No,Yes
28,1500000,Other,Chicago,2BHK,8GB,500,Yes,,N/A,Self-Employed,10000,Low,No,Yes
30,1500000,F,Los Angeles,3BHK,8GB,600,Yes,Divorced,3,,,Medium,No,No
,60000,,Chicago,Studio,8GB,,Yes,Married,3,,20000,,No,Yes
25,70000,Male,,Studio,2GB,,Yes,,2,Salaried,5000,Low,No,
45,80000,M,New York,1BHK,8GB,400,Yes,Married,2,Business,Unknown,Medium,No,No
30,1500000,Female,Chicago,3BHK,16GB,600,Yes,Widowed,0,Self-Employed,5000,Medium,No,Yes
,90000,F,New York,Studio,2GB,600,Yes,Single,0,Salaried,50000,High,No,Yes
45,90000,,New York,Studio,16GB,400,Yes,Married,3,Business,5000,Very High,No,
30,80000,Male,Chicago,Studio,,700,Yes,Single,,Self-Employed,150000,Low,No,
,60000,F,Los Angeles,4bhk,2GB,600,Yes,,,,,Medium,No,
Unknown,60000,,New York,Studio,2GB,500,Yes,Single,3,Self-Employed,10000,Low,No,
30,80000,Male,Chicago,3BHK,2GB,Poor,Yes,Married,0,Unemployed,5000,,No,
30,N/A,Male,New York,4bhk,2GB,400,Yes,Widowed,0,Self-Employed,5000,,No,
45,90000,Other,New York,3BHK,4GB,Poor,Yes,,,Unemployed,5000,Very High,No,Yes
,90000,M,New York,Studio,2GB,400,Yes,Married,1,Self-Employed,20000,Medium,Yes,
45,N/A,Male,Los Angeles,2BHK,6GB,800,Yes,,1,Unemployed,20000,High,No,No
,80000,,Los Angeles,2BHK,,300,Yes,Divorced,0,,50000,Medium,No,Yes
28,1500000,,New York,Studio,16GB,300,Yes,Single,1,Business,10000,Low,No,No
30,N/A,,Chicago,1BHK,8GB,400,Yes,Divorced,N/A,Unemployed,5000,,No,Yes
28,70000,Male,,3BHK,,Poor,Yes,Married,3,Unemployed,5000,Low,No,Yes
40,90000,M,,3BHK,2GB,500,Yes,Widowed,3,,5000,Very High,No,Yes
,70000,Male,Chicago,3BHK,,300,Yes,,0,Unemployed,5000,,No,
45,80000,F,,3BHK,16GB,,Yes,Single,2,Salaried,20000,High,No,Yes
,N/A,Female,New York,Studio,,400,Yes,,,,,,No,
30,60000,Other,New York,3BHK,2GB,,Yes,Married,0,Salaried,,Medium,No,Yes
30,70000,,New York,2BHK,16GB,300,Yes,,1,,50000,Medium,No,
25,N/A,Male,Los Angeles,Studio,8GB,Excellent,Yes,Single,,Unemployed,150000,,No,
30,80000,Male,Los Angeles,1BHK,6GB,800,Yes,Married,2,Salaried,Unknown,Very High,No,No
30,60000,Male,Chicago,Studio,8GB,400,Yes,,1,Unemployed,10000,Medium,No,No
28,60000,Male,Los Angeles,2BHK,,,Yes,Widowed,N/A,,,Medium,No,
,60000,Male,Los Angeles,1BHK,8GB,Poor,Yes,Married,1,Unemployed,150000,High,No,
Unknown,90000,,Los Angeles,Studio,16GB,CorruptedEntry,Yes,Married,N/A,Salaried,5000,,No,
28,1500000,Other,,3BHK,32GB,300,Yes,Widowed,,Salaried,,Medium,No,Yes
30,70000,,New York,4bhk,8GB,800,Yes,Divorced,N/A,Unemployed,50000,Very High,No,Yes
28,80000,Other,Los Angeles,3BHK,32GB,,Yes,Single,,Self-Employed,Unknown,Low,No,No
30,N/A,Male,Chicago,1BHK,16GB,400,Yes,Divorced,,,,,No,Yes
Unknown,90000,Male,Los Angeles,2BHK,16GB,300,Yes,,,,50000,High,No,
Unknown,N/A,Other,Chicago,Studio,4GB,800,Yes,Widowed,,Unemployed,20000,Medium,No,
,1500000,Other,Chicago,3BHK,6GB,600,Yes,Divorced,,Self-Employed,Unknown,Very High,No,Yes
45,60000,Other,Chicago,2BHK,16GB,300,Yes,Married,1,Salaried,50000,,No,Yes
30,70000,,Los Angeles,3BHK,6GB,,No,,,Business,150000,Very High,No,Yes
28,90000,Female,New York,2BHK,6GB,,Yes,,1,Business,,Very High,No,No
,,F,New York,4bhk,2GB,300,Yes,Divorced,,Unemployed,20000,High,No,Yes
45,60000,Female,Chicago,Studio,2GB,500,Yes,Divorced,N/A,Self-Employed,150000,,No,No
Unknown,1500000,F,New York,2BHK,16GB,Poor,Yes,Widowed,,Self-Employed,50000,Medium,No,Yes
30,N/A,Male,Chicago,3BHK,2GB,400,Yes,Single,2,,50000,High,No,Yes
